source,source_id,name,operator,city,country,latitude,longitude,net_count,ix_count,confidence,source_url,license_note
PeeringDB,20,CoreSite - San Jose (SV1),CoreSite,San Jose,US,37.334147,-121.891649,56,3,high,https://www.peeringdb.com/fac/20,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,21,FedConnect San Francisco,60 Fed LLC,San Francisco,US,37.783322,-122.392048,0,0,high,https://www.peeringdb.com/fac/21,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,22,JMA NAC Los Angeles,JMA Wired,Los Angeles,US,34.048428,-118.255186,0,1,high,https://www.peeringdb.com/fac/22,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,23,Digital Realty SFO (365 Main),Digital Realty,San Francisco,US,37.788669,-122.390509,36,2,high,https://www.peeringdb.com/fac/23,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,24,The Mission Street Center,UnitedLayer LLC,San Francisco,US,37.780351,-122.408954,0,0,high,https://www.peeringdb.com/fac/24,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,33,SVTIX San Jose,SVTIX San Jose,San Jose,US,37.333765,-121.904828,3,0,high,https://www.peeringdb.com/fac/33,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,35,Digital Realty London LHR17,Digital Realty,West Drayton,GB,51.482248,-0.460224,16,0,high,https://www.peeringdb.com/fac/35,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,36,"Equinix NY2/NY4/NY5/NY6 - New York, Secaucus","Equinix, Inc.",Secaucus,US,40.778534,-74.072237,129,10,high,https://www.peeringdb.com/fac/36,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,38,"Equinix NY9 - New York, 111 8th Avenue","Equinix, Inc.",New York,US,40.741469,-74.003387,80,4,high,https://www.peeringdb.com/fac/38,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,40,Digital Realty London LHR20,Digital Realty,London,GB,51.499819,-0.010775,95,6,high,https://www.peeringdb.com/fac/40,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,43,Digital Realty London LHR19,Digital Realty,London,GB,51.496902,-0.018933,34,4,high,https://www.peeringdb.com/fac/43,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,45,"Equinix LD8 - London, Docklands","Equinix, Inc.",London,GB,51.498842,-0.014327,318,10,high,https://www.peeringdb.com/fac/45,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,46,Digital Realty London LON1-3,Digital Realty,London,GB,51.520397,-0.073777,120,6,high,https://www.peeringdb.com/fac/46,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,47,Global Switch London East,Global Switch,London,GB,51.510985,-0.003494,31,1,high,https://www.peeringdb.com/fac/47,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,48,Global Switch London North,Global Switch,London,GB,51.511364,-0.010634,33,1,high,https://www.peeringdb.com/fac/48,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,52,UltraEdge Velizy,UltraEdge,Paris,FR,48.782499,2.208747,0,0,high,https://www.peeringdb.com/fac/52,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,53,Telehouse - Paris 2 (Voltaire - Léon Frot),Telehouse - Global Data Centers,Paris,FR,48.856654,2.38532,354,14,high,https://www.peeringdb.com/fac/53,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,54,Telehouse - Paris 1 (Jeûneurs),Telehouse - Global Data Centers,Paris,FR,48.869869,2.344236,19,2,high,https://www.peeringdb.com/fac/54,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,55,UltraEdge Paris - Courbevoie,UltraEdge,Paris,FR,48.903746,2.257694,42,1,high,https://www.peeringdb.com/fac/55,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,56,Digital Realty Paris PAR1,Digital Realty,Paris,FR,48.902082,2.369496,36,1,high,https://www.peeringdb.com/fac/56,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,57,UltraEdge Lyon-Venissieux,UltraEdge,Vénissieux,FR,45.722882,4.862905,82,3,high,https://www.peeringdb.com/fac/57,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,58,Digital Realty Frankfurt FRA1-27,Digital Realty,Frankfurt,DE,50.11925,8.735199,607,27,high,https://www.peeringdb.com/fac/58,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,59,ITENOS Frankfurt (FRA1),ITENOS GmbH,Frankfurt,DE,50.099697,8.631763,62,4,high,https://www.peeringdb.com/fac/59,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,60,"Equinix FR5 - Frankfurt, KleyerStrasse","Equinix, Inc.",Frankfurt,DE,50.09885,8.632004,531,35,high,https://www.peeringdb.com/fac/60,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,61,Digital Realty Amsterdam AMS17,Digital Realty,Amsterdam,NL,52.356353,4.951609,149,8,high,https://www.peeringdb.com/fac/61,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,62,"Equinix AM7 - Amsterdam, Kuiperberweg","Equinix, Inc.",Amsterdam,NL,52.303078,4.938009,214,13,high,https://www.peeringdb.com/fac/62,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,63,Global Switch Amsterdam,Global Switch,Amsterdam,NL,52.343984,4.828711,99,6,high,https://www.peeringdb.com/fac/63,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,64,"Digital Realty Amsterdam AMS3, AMS5-8, AMS10",Digital Realty,Amsterdam,NL,52.28415,4.770855,120,4,high,https://www.peeringdb.com/fac/64,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,66,Vienna University Computer Center (Wien),University of Vienna,Vienna,AT,48.214151,16.357784,24,1,high,https://www.peeringdb.com/fac/66,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,67,Digital Realty Vienna VIE1-2,Digital Realty,Vienna,AT,48.269027,16.410613,189,11,high,https://www.peeringdb.com/fac/67,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,68,Digital Realty Brussels BRU1,Digital Realty,Brussels,BE,50.870502,4.476941,103,5,high,https://www.peeringdb.com/fac/68,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,69,Equinix DA3 - Dallas,"Equinix, Inc.",Dallas,US,32.800955,-96.81955,103,6,high,https://www.peeringdb.com/fac/69,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,71,Digital Realty Seattle SEA10,Digital Realty,Seattle,US,47.614347,-122.338883,233,5,high,https://www.peeringdb.com/fac/71,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,72,"Equinix PA7 - Paris, Energy Park","Equinix, Inc.",Paris,FR,48.904891,2.259202,51,2,high,https://www.peeringdb.com/fac/72,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,73,"Equinix PA5 - Paris, Victor Hugo","Equinix, Inc.",Paris,FR,48.90407,2.369221,57,2,high,https://www.peeringdb.com/fac/73,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,74,"Equinix FR7 - Frankfurt, Gutleutstrasse","Equinix, Inc.",Frankfurt,DE,50.096869,8.644169,146,13,high,https://www.peeringdb.com/fac/74,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,75,Digital Realty Paris PAR2,Digital Realty,Paris,FR,48.906617,2.370417,54,1,high,https://www.peeringdb.com/fac/75,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,76,"Equinix MA1 - Manchester, Williams/Kilburn","Equinix, Inc.",Manchester,GB,53.463112,-2.236869,111,2,high,https://www.peeringdb.com/fac/76,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,78,"Reynolds House, Manchester",Lunar Digital Solutions Limited,Manchester,GB,53.464393,-2.247633,42,1,high,https://www.peeringdb.com/fac/78,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,79,Digital Realty London LHR21 (closed),Digital Realty,London,GB,51.500621,-0.011758,26,2,high,https://www.peeringdb.com/fac/79,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,80,"Equinix AM8 - Amsterdam, Gyroscoopweg","Equinix, Inc.",Amsterdam,NL,52.396814,4.838579,27,7,high,https://www.peeringdb.com/fac/80,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,81,Digital Realty Zurich ZUR1,Digital Realty,Glattbrugg,CH,47.432702,8.557273,126,6,high,https://www.peeringdb.com/fac/81,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,83,Equinix ZH2 - Zurich,"Equinix, Inc.",Zurich,CH,47.387749,8.520255,48,6,high,https://www.peeringdb.com/fac/83,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,84,KDWEB San Jose,KDWEB,San Jose,US,37.333885,-121.889302,0,0,high,https://www.peeringdb.com/fac/84,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,85,"Equinix SV17 - Silicon Valley, Santa Clara","Equinix, Inc.",Santa Clara,US,37.376348,-121.988591,6,1,high,https://www.peeringdb.com/fac/85,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,86,Equinix SE2/SE3 - Seattle,"Equinix, Inc.",Seattle,US,47.614358,-122.338864,110,5,high,https://www.peeringdb.com/fac/86,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,88,"Equinix DC7 - Ashburn, Vienna","Equinix, Inc.",Vienna,US,38.908422,-77.219692,8,2,high,https://www.peeringdb.com/fac/88,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,91,COLT DC London,Colt Technology Services Group,London,GB,51.799899,-0.183762,7,0,high,https://www.peeringdb.com/fac/91,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,97,AtlasEdge DC Milan LIN001,AtlasEdge,Milan,IT,45.49538,9.17865,4,0,high,https://www.peeringdb.com/fac/97,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,101,LAN Services AG - Communication Center cc.ch,LAN Services AG,Biel/Bienne,CH,47.130774,7.241053,0,0,high,https://www.peeringdb.com/fac/101,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,102,Equinix LA2 - Los Angeles,"Equinix, Inc.",Los Angeles,US,34.048897,-118.259585,14,5,high,https://www.peeringdb.com/fac/102,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,104,Digital Realty Amsterdam AMS9,Digital Realty,Amsterdam,NL,52.356671,4.952501,151,11,high,https://www.peeringdb.com/fac/104,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,106,Digital Realty Dusseldorf DUS1-3,Digital Realty,Düsseldorf,DE,51.186111,6.869937,134,4,high,https://www.peeringdb.com/fac/106,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,108,Telehouse - Frankfurt,Telehouse - Global Data Centers,Frankfurt,DE,50.096962,8.630057,78,5,high,https://www.peeringdb.com/fac/108,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,109,EdgeConneX Munich (EDCMUC01),EdgeConneX Inc.,Munich,DE,48.139859,11.526173,37,3,high,https://www.peeringdb.com/fac/109,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,110,BIT-1,BIT BV,Ede,NL,52.030762,5.624974,12,1,high,https://www.peeringdb.com/fac/110,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,111,ColoCenter Frankfurt,ColoCenter FrankfurtRheinMain GmbH,Frankfurt,DE,50.103483,8.636254,0,0,high,https://www.peeringdb.com/fac/111,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,112,Level(3) Paris (Le Capitole),Colt Technology Services Group,Paris,FR,48.887694,2.21513,12,0,high,https://www.peeringdb.com/fac/112,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,117,TAS Sophia,TAS France,Antibes,FR,43.628052,7.038047,2,0,high,https://www.peeringdb.com/fac/117,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,118,Equinix EN1 - Enschede,"Equinix, Inc.",Enschede,NL,52.236979,6.84964,25,3,high,https://www.peeringdb.com/fac/118,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,119,Digital Realty Frankfurt FRA28,Digital Realty,Frankfurt,DE,50.081709,8.623156,20,2,high,https://www.peeringdb.com/fac/119,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,120,Digital Realty NYC (32 AofA),Digital Realty,New York,US,40.72,-74.004561,40,3,high,https://www.peeringdb.com/fac/120,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,121,Espanix Datacenter,Asociación ESpanix,Madrid,ES,40.466022,-3.660963,42,6,high,https://www.peeringdb.com/fac/121,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,122,Equinix BA1 - Barcelona,"Equinix, Inc.",Barcelona,ES,41.351557,2.137457,73,3,high,https://www.peeringdb.com/fac/122,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,125,Digital Realty ATL (56 Marietta),Digital Realty,Atlanta,US,33.755456,-84.39153,189,4,high,https://www.peeringdb.com/fac/125,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,126,Equinix LS1 - Lisbon,"Equinix, Inc.",Lisbon,PT,38.787919,-9.123454,81,5,high,https://www.peeringdb.com/fac/126,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,127,Equinix MD2 - Madrid,"Equinix, Inc.",Alcobendas,ES,40.536855,-3.648584,84,7,high,https://www.peeringdb.com/fac/127,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,129,IWB Datacenter Basel,IWB,Basel,CH,47.546259,7.582093,24,2,high,https://www.peeringdb.com/fac/129,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,130,Digital Realty Madrid MAD1-2,Digital Realty,Madrid,ES,40.439323,-3.621211,232,9,high,https://www.peeringdb.com/fac/130,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,131,Equinix SY1/SY2 - Sydney,"Equinix, Inc.",Sydney,AU,-33.921868,151.188025,195,5,high,https://www.peeringdb.com/fac/131,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,135,Level(3) Brussels,Colt Technology Services Group,Brussels,BE,50.857721,4.412116,22,2,high,https://www.peeringdb.com/fac/135,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,138,CSUC Campus Nord,CSUC,Barcelona,ES,41.387314,2.111883,9,1,high,https://www.peeringdb.com/fac/138,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,139,"Equinix GV1 - Geneva, City","Equinix, Inc.",Geneva,CH,46.203607,6.144251,36,2,high,https://www.peeringdb.com/fac/139,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,142,Telehouse – TOKYO Otemachi (KDDI Otemachi),Telehouse - Global Data Centers,Tokyo,JP,35.686406,139.764809,43,2,high,https://www.peeringdb.com/fac/142,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,143,KINX Dogok,KINX Inc.,Seoul,KR,37.488139,127.051167,54,3,high,https://www.peeringdb.com/fac/143,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,144,"Equinix DC8 - Ashburn, Vienna","Equinix, Inc.",Vienna,US,38.931419,-77.238951,7,2,high,https://www.peeringdb.com/fac/144,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,146,Equinix PH1 - Philadelphia,"Equinix, Inc.",Philadelphia,US,39.959668,-75.161377,21,1,high,https://www.peeringdb.com/fac/146,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,147,Evocative San Jose (SV7),VPLS,San Jose,US,37.338431,-121.910133,7,0,high,https://www.peeringdb.com/fac/147,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,148,Digital Realty Copenhagen CPH1-3,Digital Realty,Copenhagen,DK,55.728092,12.377482,97,7,high,https://www.peeringdb.com/fac/148,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,149,iM Critical Miami,iM Critical,Miami,US,25.848356,-80.194926,13,1,high,https://www.peeringdb.com/fac/149,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,152,Moscow M9,MMTS-9 JSC,Moscow,RU,55.652639,37.528861,274,11,high,https://www.peeringdb.com/fac/152,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,153,NorthC Duesseldorf,NorthC Deutschland GmbH,Düsseldorf,DE,51.18819,6.86728,12,2,high,https://www.peeringdb.com/fac/153,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,154,Telnet Caldera Milan,Telnet,Milan,IT,45.476177,9.103887,10,2,high,https://www.peeringdb.com/fac/154,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,155,Speedbone Berlin,Speedbone GmbH,Berlin,DE,52.465779,13.369905,44,6,high,https://www.peeringdb.com/fac/155,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,156,"Equinix SK1 - Stockholm, Bromma","Equinix, Inc.",Stockholm,SE,59.362574,17.955657,116,14,high,https://www.peeringdb.com/fac/156,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,157,colobern.ch Bern,NTS Workspace AG,Bern,CH,46.964845,7.478187,16,1,high,https://www.peeringdb.com/fac/157,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,158,GlobalConnect Taastrup 1 (CPH1),GlobalConnect Group,Taastrup,DK,55.662,12.301459,53,7,high,https://www.peeringdb.com/fac/158,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,159,PIPE Networks Brisbane,Vocus Group,Brisbane,AU,-27.465681,153.027805,7,0,high,https://www.peeringdb.com/fac/159,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,160,PIPE Networks Sydney,Vocus Group,Sydney,AU,-33.874077,151.20777,3,0,high,https://www.peeringdb.com/fac/160,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,161,PIPE Networks Melbourne,Vocus Group,Melbourne,AU,-37.819171,144.956726,2,0,high,https://www.peeringdb.com/fac/161,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,162,PIPE Networks Adelaide,Vocus Group,Adelaide,AU,-34.927233,138.594121,4,0,high,https://www.peeringdb.com/fac/162,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,163,PIPE Networks Hobart,Vocus Group,Hobart,AU,-42.881849,147.328921,2,0,high,https://www.peeringdb.com/fac/163,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,164,"Equinix DB1 - Dublin, CityWest","Equinix, Inc.",Dublin,IE,53.296306,-6.41897,64,4,high,https://www.peeringdb.com/fac/164,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,165,Equinix SP4 - São Paulo,"Equinix, Inc.",Barueri,BR,-23.497589,-46.814577,584,6,high,https://www.peeringdb.com/fac/165,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,166,Verizon Madrid,"Verizon Communications, Inc.",Madrid,ES,40.447968,-3.574684,4,0,high,https://www.peeringdb.com/fac/166,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,167,Harbour Centre Vancouver,Polaris Realty,Vancouver,CA,49.284697,-123.111935,62,4,high,https://www.peeringdb.com/fac/167,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,168,Equinix TY1 - Tokyo,"Equinix, Inc.",Tokyo,JP,35.576366,139.749055,26,2,high,https://www.peeringdb.com/fac/168,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,170,Equinix HK1 - Hong Kong,"Equinix, Inc.",Tsuen Wan,HK,22.365581,114.11932,188,6,high,https://www.peeringdb.com/fac/170,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,171,Digital Realty PHX10 (120 E Van Buren),Digital Realty,Phoenix,US,33.452003,-112.072042,34,3,high,https://www.peeringdb.com/fac/171,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,176,Level(3) Sunnyvale,Lumen Technologies Inc,Sunnyvale,US,37.373412,-121.98778,8,1,high,https://www.peeringdb.com/fac/176,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,177,Digital Realty Dublin DUB1-2,Digital Realty,Dublin,IE,53.334251,-6.365538,59,4,high,https://www.peeringdb.com/fac/177,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,178,"Equinix DB2 - Dublin, Kilcarbery","Equinix, Inc.",Dublin,IE,53.318647,-6.439957,51,3,high,https://www.peeringdb.com/fac/178,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,179,Equinix MD1 - Madrid,"Equinix, Inc.",Madrid,ES,40.513497,-3.671891,15,1,high,https://www.peeringdb.com/fac/179,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,180,Digital Realty Dublin DUB10,Digital Realty,Dublin,IE,53.412081,-6.366707,7,0,high,https://www.peeringdb.com/fac/180,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
PeeringDB,181,Global Switch Paris,Global Switch,Paris,FR,48.899823,2.296095,31,0,high,https://www.peeringdb.com/fac/181,PeeringDB public/user-maintained facility data; verify downstream license and attribution requirements before commercial redistribution.
